-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  53.885   Longitude 1.791 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2021,1,1,0,4.96,330.24
2021,1,1,1,5.04,333.28
2021,1,1,2,5.18,334.25
2021,1,1,3,5.47,332.89
2021,1,1,4,5.77,331.07
2021,1,1,5,6.11,329.17
2021,1,1,6,6.38,329.7
2021,1,1,7,6.63,332.32
2021,1,1,8,7.02,336.58
2021,1,1,9,7.36,342.07
2021,1,1,10,7.55,347.09
2021,1,1,11,7.78,349.82
2021,1,1,12,8.23,352.48
2021,1,1,13,8.7,355.06
2021,1,1,14,9.15,357.8
2021,1,1,15,9.39,358.9
2021,1,1,16,9.55,357.8
2021,1,1,17,9.71,356.45
2021,1,1,18,9.7,354.83
2021,1,1,19,9.46,353.22
2021,1,1,20,8.95,351.06
2021,1,1,21,8.44,348.95
2021,1,1,22,8.06,347.28
2021,1,1,23,7.85,345.54
2021,1,2,0,7.67,343.32
2021,1,2,1,7.48,340.73
2021,1,2,2,7.32,337.6
2021,1,2,3,7.31,334.28
2021,1,2,4,7.39,332.35
2021,1,2,5,7.25,332.41
2021,1,2,6,6.82,333.55
2021,1,2,7,6.13,334.81
2021,1,2,8,5.38,335.74
2021,1,2,9,4.82,337.89
2021,1,2,10,4.35,342.02
2021,1,2,11,4.11,347.49
2021,1,2,12,4.07,355.04
2021,1,2,13,4.12,5.44
2021,1,2,14,4.25,13.5
2021,1,2,15,4.4,18.95
2021,1,2,16,4.71,22.95
2021,1,2,17,5.12,27.82
2021,1,2,18,5.42,34.67
2021,1,2,19,5.59,42.39
2021,1,2,20,5.7,49.67
2021,1,2,21,5.76,53.66
2021,1,2,22,5.87,54.75
2021,1,2,23,6.11,53.99
2021,1,3,0,6.49,52.58
2021,1,3,1,6.88,52.19
2021,1,3,2,7.13,53.7
2021,1,3,3,7.33,56.34
2021,1,3,4,7.79,59.71
2021,1,3,5,8.38,63.53
2021,1,3,6,9.05,66.38
2021,1,3,7,9.85,66.49
2021,1,3,8,10.54,63.8
2021,1,3,9,11.03,61.58
2021,1,3,10,11.26,62.79
2021,1,3,11,11.35,67.25
2021,1,3,12,11.36,72.3
2021,1,3,13,11.23,75.21
2021,1,3,14,11.28,73.87
2021,1,3,15,11.51,70.32
2021,1,3,16,11.76,66.59
2021,1,3,17,11.9,64.48
2021,1,3,18,11.96,64.37
2021,1,3,19,11.97,64.97
2021,1,3,20,11.88,64.87
2021,1,3,21,11.65,64.41
2021,1,3,22,11.46,63.84
2021,1,3,23,11.5,63.54
2021,1,4,0,11.88,63.69
2021,1,4,1,12.6,63.67
2021,1,4,2,13.42,63.58
2021,1,4,3,13.91,62.9
2021,1,4,4,14.16,61.85
2021,1,4,5,14.38,61.19
2021,1,4,6,14.66,60.72
2021,1,4,7,14.83,60.18
2021,1,4,8,14.81,59.51
2021,1,4,9,14.49,59.16
2021,1,4,10,13.99,58.78
2021,1,4,11,13.44,57.8
2021,1,4,12,13.05,56.33
2021,1,4,13,12.81,54.88
2021,1,4,14,12.67,53.96
2021,1,4,15,12.63,53.02
2021,1,4,16,12.7,52.17
2021,1,4,17,12.82,51.8
2021,1,4,18,12.92,51.8
2021,1,4,19,12.93,52.17
2021,1,4,20,12.79,52.65
2021,1,4,21,12.5,52.85
2021,1,4,22,12.2,52.78
2021,1,4,23,11.91,52.36
2021,1,5,0,11.77,52.01
2021,1,5,1,11.73,52.31
2021,1,5,2,11.7,53.09
2021,1,5,3,11.62,53.62
2021,1,5,4,11.52,53.22
2021,1,5,5,11.52,52.0
2021,1,5,6,11.54,50.91
2021,1,5,7,11.54,50.24
2021,1,5,8,11.54,50.41
2021,1,5,9,11.53,51.13
2021,1,5,10,11.53,51.63
2021,1,5,11,11.48,51.16
2021,1,5,12,11.53,50.44
2021,1,5,13,11.6,49.62
2021,1,5,14,11.68,48.93
2021,1,5,15,11.77,48.66
2021,1,5,16,11.71,49.17
2021,1,5,17,11.55,50.11
2021,1,5,18,11.31,51.36
2021,1,5,19,11.0,52.45
2021,1,5,20,10.67,53.27
2021,1,5,21,10.32,53.75
2021,1,5,22,10.06,53.98
2021,1,5,23,9.95,54.65
2021,1,6,0,9.9,55.32
2021,1,6,1,9.81,55.25
2021,1,6,2,9.66,54.28
2021,1,6,3,9.52,52.8
2021,1,6,4,9.38,51.12
2021,1,6,5,9.22,48.95
2021,1,6,6,9.06,46.4
2021,1,6,7,8.92,44.4
2021,1,6,8,8.75,42.72
2021,1,6,9,8.5,39.85
2021,1,6,10,8.25,35.09
2021,1,6,11,8.14,28.88
2021,1,6,12,8.29,22.33
2021,1,6,13,8.69,17.75
2021,1,6,14,9.06,16.06
2021,1,6,15,9.26,16.51
2021,1,6,16,9.19,18.17
2021,1,6,17,8.96,19.45
2021,1,6,18,8.68,19.61
2021,1,6,19,8.38,18.76
2021,1,6,20,8.15,17.22
2021,1,6,21,7.9,15.37
2021,1,6,22,7.62,12.97
2021,1,6,23,7.36,10.08
2021,1,7,0,7.14,6.78
2021,1,7,1,7.01,3.51
2021,1,7,2,6.9,0.71
2021,1,7,3,6.82,358.03
2021,1,7,4,6.8,355.78
2021,1,7,5,6.73,354.07
2021,1,7,6,6.6,352.52
2021,1,7,7,6.53,350.14
2021,1,7,8,6.48,346.83
2021,1,7,9,6.48,342.46
2021,1,7,10,6.49,338.81
2021,1,7,11,6.5,335.96
2021,1,7,12,6.46,334.05
2021,1,7,13,6.37,332.62
2021,1,7,14,6.12,331.57
2021,1,7,15,5.8,331.09
2021,1,7,16,5.51,329.94
2021,1,7,17,5.28,327.32
2021,1,7,18,5.18,325.02
2021,1,7,19,5.03,323.59
2021,1,7,20,4.78,323.64
2021,1,7,21,4.39,325.89
2021,1,7,22,3.9,328.76
2021,1,7,23,3.42,332.85
2021,1,8,0,3.01,338.03
2021,1,8,1,2.69,343.62
2021,1,8,2,2.51,351.42
2021,1,8,3,2.57,1.22
2021,1,8,4,2.78,11.66
2021,1,8,5,3.11,20.89
2021,1,8,6,3.55,28.09
2021,1,8,7,4.06,32.89
2021,1,8,8,4.54,35.82
2021,1,8,9,4.8,36.33
2021,1,8,10,4.99,34.86
2021,1,8,11,5.19,32.47
2021,1,8,12,5.45,29.72
2021,1,8,13,5.69,27.13
2021,1,8,14,5.84,25.85
2021,1,8,15,5.98,23.95
2021,1,8,16,6.06,21.01
2021,1,8,17,6.01,17.63
2021,1,8,18,5.8,13.16
2021,1,8,19,5.46,7.4
2021,1,8,20,5.13,0.96
2021,1,8,21,4.88,353.39
2021,1,8,22,4.73,343.6
2021,1,8,23,4.72,331.31
2021,1,9,0,4.91,317.97
2021,1,9,1,5.44,307.12
2021,1,9,2,6.28,302.41
2021,1,9,3,7.11,303.48
2021,1,9,4,7.55,307.6
2021,1,9,5,7.63,311.22
2021,1,9,6,7.67,312.61
2021,1,9,7,7.81,312.61
2021,1,9,8,7.88,312.23
2021,1,9,9,7.74,310.86
2021,1,9,10,7.45,307.76
2021,1,9,11,7.27,302.31
2021,1,9,12,7.31,296.04
2021,1,9,13,7.46,289.84
2021,1,9,14,7.66,284.05
2021,1,9,15,8.0,279.73
2021,1,9,16,8.41,276.51
2021,1,9,17,8.8,273.31
2021,1,9,18,9.16,269.8
2021,1,9,19,9.63,267.53
2021,1,9,20,9.98,267.08
2021,1,9,21,10.09,267.03
2021,1,9,22,10.03,266.6
2021,1,9,23,10.0,266.28
2021,1,10,0,10.08,266.98
2021,1,10,1,10.08,268.18
2021,1,10,2,10.02,269.78
2021,1,10,3,9.9,272.03
2021,1,10,4,9.67,274.77
2021,1,10,5,9.27,278.09
2021,1,10,6,8.78,281.6
2021,1,10,7,8.36,284.78
2021,1,10,8,8.11,287.77
2021,1,10,9,8.07,289.28
2021,1,10,10,7.96,288.36
2021,1,10,11,7.87,286.31
2021,1,10,12,7.95,286.03
2021,1,10,13,7.86,284.85
2021,1,10,14,7.7,280.06
2021,1,10,15,7.79,274.72
2021,1,10,16,8.11,268.29
2021,1,10,17,8.72,261.39
2021,1,10,18,9.59,258.86
2021,1,10,19,10.29,257.37
2021,1,10,20,10.73,255.28
2021,1,10,21,11.39,253.29
2021,1,10,22,11.98,251.53
2021,1,10,23,12.37,250.21
2021,1,11,0,12.81,252.13
2021,1,11,1,12.98,254.72
2021,1,11,2,12.97,255.34
2021,1,11,3,13.21,254.6
2021,1,11,4,13.49,254.06
2021,1,11,5,13.48,254.19
2021,1,11,6,13.51,253.78
2021,1,11,7,13.8,253.25
2021,1,11,8,14.25,252.92
2021,1,11,9,14.62,251.94
2021,1,11,10,14.94,249.58
2021,1,11,11,15.58,247.69
2021,1,11,12,16.32,247.03
2021,1,11,13,16.88,247.95
2021,1,11,14,16.77,247.46
2021,1,11,15,16.96,247.69
2021,1,11,16,17.36,250.3
2021,1,11,17,17.34,252.56
2021,1,11,18,17.13,254.85
2021,1,11,19,16.92,259.25
2021,1,11,20,16.37,266.14
2021,1,11,21,15.25,274.26
2021,1,11,22,13.08,284.49
2021,1,11,23,10.98,299.87
2021,1,12,0,9.35,318.49
2021,1,12,1,8.04,332.76
2021,1,12,2,7.91,339.34
2021,1,12,3,8.46,343.04
2021,1,12,4,9.27,343.31
2021,1,12,5,9.79,340.94
2021,1,12,6,10.19,334.77
2021,1,12,7,10.86,328.41
2021,1,12,8,11.71,324.8
2021,1,12,9,12.41,324.35
2021,1,12,10,12.67,326.98
2021,1,12,11,12.58,330.65
2021,1,12,12,12.19,334.12
2021,1,12,13,11.59,336.11
2021,1,12,14,10.82,335.06
2021,1,12,15,10.27,331.06
2021,1,12,16,10.2,325.9
2021,1,12,17,10.51,322.16
2021,1,12,18,10.73,319.67
2021,1,12,19,10.88,316.51
2021,1,12,20,11.16,312.5
2021,1,12,21,11.6,307.64
2021,1,12,22,12.11,303.47
2021,1,12,23,12.54,301.06
2021,1,13,0,12.77,299.78
2021,1,13,1,12.75,299.85
2021,1,13,2,12.36,300.88
2021,1,13,3,11.88,301.58
2021,1,13,4,11.35,302.11
2021,1,13,5,10.73,301.87
2021,1,13,6,10.25,301.76
2021,1,13,7,9.95,301.48
2021,1,13,8,9.71,301.27
2021,1,13,9,9.65,302.07
2021,1,13,10,9.74,303.68
2021,1,13,11,9.89,305.67
2021,1,13,12,10.03,309.53
2021,1,13,13,10.05,315.06
2021,1,13,14,9.77,321.07
2021,1,13,15,9.43,327.14
2021,1,13,16,8.97,333.19
2021,1,13,17,8.22,339.58
2021,1,13,18,7.29,348.51
2021,1,13,19,6.23,2.44
2021,1,13,20,5.32,24.01
2021,1,13,21,5.29,49.01
2021,1,13,22,5.79,67.9
2021,1,13,23,6.24,78.96
2021,1,14,0,6.62,86.07
2021,1,14,1,7.01,91.66
2021,1,14,2,7.43,97.98
2021,1,14,3,7.99,103.4
2021,1,14,4,8.6,106.51
2021,1,14,5,9.29,108.74
2021,1,14,6,10.14,110.61
2021,1,14,7,11.08,112.12
2021,1,14,8,11.83,112.97
2021,1,14,9,12.16,112.79
2021,1,14,10,12.14,111.36
2021,1,14,11,11.77,109.22
2021,1,14,12,11.17,106.53
2021,1,14,13,10.48,103.45
2021,1,14,14,9.79,99.97
2021,1,14,15,9.16,95.92
2021,1,14,16,8.66,91.86
2021,1,14,17,8.25,87.02
2021,1,14,18,7.87,81.73
2021,1,14,19,7.53,76.63
2021,1,14,20,7.3,72.17
2021,1,14,21,7.03,69.09
2021,1,14,22,6.54,65.95
2021,1,14,23,6.0,61.97
2021,1,15,0,5.5,57.64
2021,1,15,1,5.05,54.12
2021,1,15,2,4.58,50.26
2021,1,15,3,4.13,45.08
2021,1,15,4,3.71,36.77
2021,1,15,5,3.41,26.86
2021,1,15,6,3.25,22.62
2021,1,15,7,3.04,22.48
2021,1,15,8,2.7,18.23
2021,1,15,9,2.29,10.04
2021,1,15,10,1.96,358.4
2021,1,15,11,1.73,345.34
2021,1,15,12,1.37,345.17
2021,1,15,13,0.94,354.76
2021,1,15,14,0.5,350.98
2021,1,15,15,0.2,276.84
2021,1,15,16,0.54,203.96
2021,1,15,17,1.12,190.84
2021,1,15,18,1.93,186.52
2021,1,15,19,2.9,189.16
2021,1,15,20,3.85,191.83
2021,1,15,21,4.7,197.59
2021,1,15,22,5.6,201.62
2021,1,15,23,6.62,201.54
2021,1,16,0,7.72,202.67
2021,1,16,1,8.89,203.23
2021,1,16,2,10.13,203.6
2021,1,16,3,11.0,201.45
2021,1,16,4,11.64,195.58
2021,1,16,5,12.65,191.58
2021,1,16,6,13.83,191.04
2021,1,16,7,14.89,190.55
2021,1,16,8,15.67,187.56
2021,1,16,9,16.39,184.81
2021,1,16,10,16.68,186.92
2021,1,16,11,16.91,192.14
2021,1,16,12,16.54,197.28
2021,1,16,13,14.48,203.97
2021,1,16,14,11.99,212.2
2021,1,16,15,10.11,219.7
2021,1,16,16,9.11,230.85
2021,1,16,17,8.62,246.34
2021,1,16,18,8.93,262.76
2021,1,16,19,10.0,273.99
2021,1,16,20,10.97,281.79
2021,1,16,21,11.19,285.17
2021,1,16,22,10.65,284.83
2021,1,16,23,10.42,287.14
2021,1,17,0,10.35,289.62
2021,1,17,1,11.3,297.91
2021,1,17,2,10.87,301.15
2021,1,17,3,10.89,306.84
2021,1,17,4,10.63,310.86
2021,1,17,5,10.44,314.03
2021,1,17,6,10.32,316.38
2021,1,17,7,10.07,317.74
2021,1,17,8,9.82,317.22
2021,1,17,9,9.52,316.73
2021,1,17,10,9.3,315.27
2021,1,17,11,9.31,312.99
2021,1,17,12,9.4,310.92
2021,1,17,13,9.37,309.08
2021,1,17,14,9.63,307.61
2021,1,17,15,9.34,304.71
2021,1,17,16,9.15,300.18
2021,1,17,17,8.94,295.89
2021,1,17,18,8.52,289.5
2021,1,17,19,8.35,281.66
2021,1,17,20,8.41,273.46
2021,1,17,21,8.73,266.15
2021,1,17,22,9.39,261.24
2021,1,17,23,10.3,259.24
2021,1,18,0,11.36,260.62
2021,1,18,1,12.0,262.22
2021,1,18,2,12.23,261.66
2021,1,18,3,12.41,260.61
2021,1,18,4,12.45,258.64
2021,1,18,5,12.68,256.75
2021,1,18,6,13.02,255.69
2021,1,18,7,13.21,255.17
2021,1,18,8,13.24,255.34
2021,1,18,9,13.23,256.48
2021,1,18,10,13.32,259.35
2021,1,18,11,13.24,261.52
2021,1,18,12,12.95,261.57
2021,1,18,13,12.68,260.85
2021,1,18,14,12.25,259.34
2021,1,18,15,11.98,255.88
2021,1,18,16,11.87,251.15
2021,1,18,17,11.87,245.87
2021,1,18,18,11.8,241.23
2021,1,18,19,11.36,234.97
2021,1,18,20,10.55,223.29
2021,1,18,21,10.43,210.96
2021,1,18,22,10.91,209.94
2021,1,18,23,10.74,219.42
2021,1,19,0,11.12,232.02
2021,1,19,1,11.17,236.47
2021,1,19,2,10.9,237.79
2021,1,19,3,9.94,236.8
2021,1,19,4,9.23,241.42
2021,1,19,5,8.31,248.91
2021,1,19,6,7.85,258.81
2021,1,19,7,7.72,262.97
2021,1,19,8,7.67,257.77
2021,1,19,9,7.61,248.87
2021,1,19,10,7.87,241.14
2021,1,19,11,8.84,237.45
2021,1,19,12,10.36,238.04
2021,1,19,13,11.78,238.18
2021,1,19,14,13.2,237.2
2021,1,19,15,13.48,231.04
2021,1,19,16,14.11,222.78
2021,1,19,17,15.96,218.06
2021,1,19,18,16.77,214.64
2021,1,19,19,17.14,214.2
2021,1,19,20,17.18,214.93
2021,1,19,21,16.91,211.25
2021,1,19,22,17.02,207.09
2021,1,19,23,18.79,209.68
2021,1,20,0,18.9,209.68
2021,1,20,1,18.74,210.99
2021,1,20,2,18.68,215.74
2021,1,20,3,18.35,218.95
2021,1,20,4,17.14,217.59
2021,1,20,5,16.76,216.22
2021,1,20,6,16.04,214.4
2021,1,20,7,15.37,208.77
2021,1,20,8,15.65,204.85
2021,1,20,9,16.81,203.93
2021,1,20,10,17.37,204.1
2021,1,20,11,17.19,202.3
2021,1,20,12,17.42,199.41
2021,1,20,13,17.92,199.16
2021,1,20,14,17.75,196.42
2021,1,20,15,17.92,192.85
2021,1,20,16,18.28,192.06
2021,1,20,17,18.37,192.3
2021,1,20,18,18.12,190.86
2021,1,20,19,18.2,187.7
2021,1,20,20,18.57,185.17
2021,1,20,21,18.92,181.75
2021,1,20,22,19.52,176.93
2021,1,20,23,20.82,173.71
2021,1,21,0,21.28,175.07
2021,1,21,1,20.67,177.16
2021,1,21,2,18.53,193.63
2021,1,21,3,17.8,240.93
2021,1,21,4,20.87,255.5
2021,1,21,5,21.77,248.68
2021,1,21,6,22.5,244.28
2021,1,21,7,22.67,238.96
2021,1,21,8,22.68,233.35
2021,1,21,9,22.38,229.67
2021,1,21,10,22.05,227.23
2021,1,21,11,22.18,226.87
2021,1,21,12,22.34,228.39
2021,1,21,13,22.46,232.13
2021,1,21,14,21.99,236.52
2021,1,21,15,20.71,240.6
2021,1,21,16,18.97,243.46
2021,1,21,17,17.26,243.63
2021,1,21,18,15.87,244.99
2021,1,21,19,14.6,247.81
2021,1,21,20,13.61,251.14
2021,1,21,21,12.96,254.94
2021,1,21,22,12.82,259.04
2021,1,21,23,13.07,261.96
2021,1,22,0,13.56,263.28
2021,1,22,1,14.24,263.95
2021,1,22,2,14.89,264.94
2021,1,22,3,15.32,265.09
2021,1,22,4,15.55,263.77
2021,1,22,5,15.95,262.97
2021,1,22,6,16.19,262.85
2021,1,22,7,16.24,263.29
2021,1,22,8,16.2,264.61
2021,1,22,9,16.0,266.73
2021,1,22,10,15.48,268.79
2021,1,22,11,14.71,270.24
2021,1,22,12,13.87,271.19
2021,1,22,13,13.02,271.51
2021,1,22,14,12.14,271.14
2021,1,22,15,11.19,268.28
2021,1,22,16,10.4,262.36
2021,1,22,17,9.94,256.17
2021,1,22,18,9.53,252.35
2021,1,22,19,9.11,250.66
2021,1,22,20,8.56,249.83
2021,1,22,21,7.93,249.28
2021,1,22,22,7.18,248.68
2021,1,22,23,6.45,248.03
2021,1,23,0,5.89,248.51
2021,1,23,1,5.45,251.1
2021,1,23,2,5.01,254.73
2021,1,23,3,4.67,261.04
2021,1,23,4,4.55,269.31
2021,1,23,5,4.48,275.8
2021,1,23,6,4.31,281.72
2021,1,23,7,4.33,283.26
2021,1,23,8,4.54,283.22
2021,1,23,9,4.81,283.54
2021,1,23,10,5.1,284.29
2021,1,23,11,5.3,287.5
2021,1,23,12,5.34,292.07
2021,1,23,13,5.39,296.12
2021,1,23,14,5.33,297.32
2021,1,23,15,5.25,296.91
2021,1,23,16,5.21,297.87
2021,1,23,17,5.3,301.75
2021,1,23,18,5.51,308.49
2021,1,23,19,5.7,315.39
2021,1,23,20,5.66,321.39
2021,1,23,21,5.44,324.83
2021,1,23,22,5.2,323.68
2021,1,23,23,5.08,319.8
2021,1,24,0,5.11,314.32
2021,1,24,1,5.3,307.33
2021,1,24,2,5.61,301.79
2021,1,24,3,5.64,298.62
2021,1,24,4,5.39,295.3
2021,1,24,5,5.05,291.24
2021,1,24,6,4.53,285.93
2021,1,24,7,3.85,280.51
2021,1,24,8,3.33,272.42
2021,1,24,9,3.23,263.34
2021,1,24,10,3.15,257.69
2021,1,24,11,2.94,254.89
2021,1,24,12,2.64,254.57
2021,1,24,13,2.35,255.36
2021,1,24,14,2.08,258.06
2021,1,24,15,1.65,269.46
2021,1,24,16,1.26,300.05
2021,1,24,17,1.45,336.19
2021,1,24,18,2.01,352.85
2021,1,24,19,2.64,357.45
2021,1,24,20,3.2,356.78
2021,1,24,21,3.62,351.31
2021,1,24,22,3.97,342.1
2021,1,24,23,4.36,331.64
2021,1,25,0,4.93,321.37
2021,1,25,1,5.57,312.5
2021,1,25,2,6.28,304.14
2021,1,25,3,6.92,297.81
2021,1,25,4,7.36,293.13
2021,1,25,5,7.7,288.14
2021,1,25,6,8.03,280.83
2021,1,25,7,8.87,273.49
2021,1,25,8,10.25,269.26
2021,1,25,9,11.81,268.82
2021,1,25,10,12.92,271.77
2021,1,25,11,13.96,277.85
2021,1,25,12,14.73,284.28
2021,1,25,13,15.49,288.65
2021,1,25,14,16.19,293.04
2021,1,25,15,16.72,299.4
2021,1,25,16,17.08,307.14
2021,1,25,17,16.77,313.74
2021,1,25,18,15.92,319.02
2021,1,25,19,14.98,324.62
2021,1,25,20,13.97,329.38
2021,1,25,21,12.79,333.2
2021,1,25,22,11.24,334.88
2021,1,25,23,9.75,333.19
2021,1,26,0,8.62,328.48
2021,1,26,1,7.84,322.9
2021,1,26,2,7.24,317.54
2021,1,26,3,6.8,311.37
2021,1,26,4,6.68,303.75
2021,1,26,5,6.48,297.43
2021,1,26,6,6.18,292.61
2021,1,26,7,5.93,285.9
2021,1,26,8,5.69,277.57
2021,1,26,9,5.47,267.54
2021,1,26,10,5.76,255.7
2021,1,26,11,6.49,247.11
2021,1,26,12,6.9,239.69
2021,1,26,13,7.12,231.95
2021,1,26,14,7.47,224.75
2021,1,26,15,7.85,217.88
2021,1,26,16,8.31,212.96
2021,1,26,17,8.66,209.27
2021,1,26,18,9.21,205.52
2021,1,26,19,10.14,199.96
2021,1,26,20,10.78,191.62
2021,1,26,21,11.7,188.06
2021,1,26,22,12.4,188.51
2021,1,26,23,12.23,193.71
2021,1,27,0,10.9,204.62
2021,1,27,1,9.19,220.97
2021,1,27,2,8.09,242.69
2021,1,27,3,7.65,262.79
2021,1,27,4,7.82,276.88
2021,1,27,5,8.33,285.61
2021,1,27,6,8.73,287.88
2021,1,27,7,9.11,286.8
2021,1,27,8,8.98,284.77
2021,1,27,9,8.84,280.39
2021,1,27,10,9.18,275.32
2021,1,27,11,9.44,273.13
2021,1,27,12,9.6,275.33
2021,1,27,13,9.58,280.34
2021,1,27,14,9.33,290.91
2021,1,27,15,8.86,303.38
2021,1,27,16,8.24,317.27
2021,1,27,17,7.22,332.13
2021,1,27,18,6.38,346.12
2021,1,27,19,5.49,359.51
2021,1,27,20,4.57,13.13
2021,1,27,21,3.69,20.7
2021,1,27,22,3.86,41.96
2021,1,27,23,4.24,59.47
2021,1,28,0,4.45,73.99
2021,1,28,1,5.41,88.1
2021,1,28,2,6.79,99.33
2021,1,28,3,7.98,107.42
2021,1,28,4,8.75,109.55
2021,1,28,5,8.92,110.83
2021,1,28,6,9.25,111.41
2021,1,28,7,9.58,110.43
2021,1,28,8,9.67,107.98
2021,1,28,9,9.53,108.35
2021,1,28,10,9.29,111.86
2021,1,28,11,9.03,116.45
2021,1,28,12,8.61,122.62
2021,1,28,13,8.47,128.9
2021,1,28,14,8.62,133.49
2021,1,28,15,8.78,135.76
2021,1,28,16,9.12,138.72
2021,1,28,17,9.79,142.2
2021,1,28,18,10.44,145.24
2021,1,28,19,10.84,148.35
2021,1,28,20,10.93,150.54
2021,1,28,21,10.81,149.71
2021,1,28,22,10.74,146.93
2021,1,28,23,10.8,146.48
2021,1,29,0,10.88,144.14
2021,1,29,1,10.67,140.26
2021,1,29,2,9.95,142.63
2021,1,29,3,7.84,155.12
2021,1,29,4,5.28,189.71
2021,1,29,5,5.81,234.52
2021,1,29,6,7.94,252.9
2021,1,29,7,9.1,261.86
2021,1,29,8,9.79,273.52
2021,1,29,9,9.43,291.63
2021,1,29,10,8.84,318.87
2021,1,29,11,8.4,342.19
2021,1,29,12,7.77,357.24
2021,1,29,13,7.16,12.99
2021,1,29,14,6.95,23.86
2021,1,29,15,6.96,34.35
2021,1,29,16,7.25,41.9
2021,1,29,17,7.9,48.25
2021,1,29,18,8.69,52.19
2021,1,29,19,9.18,54.56
2021,1,29,20,9.38,56.72
2021,1,29,21,9.28,59.2
2021,1,29,22,9.38,62.13
2021,1,29,23,9.53,66.57
2021,1,30,0,9.59,71.18
2021,1,30,1,9.66,75.44
2021,1,30,2,9.48,80.99
2021,1,30,3,9.65,84.8
2021,1,30,4,10.1,86.63
2021,1,30,5,10.65,88.03
2021,1,30,6,11.02,89.43
2021,1,30,7,11.1,90.97
2021,1,30,8,10.99,91.47
2021,1,30,9,10.84,90.66
2021,1,30,10,10.75,88.88
2021,1,30,11,10.63,86.42
2021,1,30,12,10.52,82.83
2021,1,30,13,10.37,78.79
2021,1,30,14,10.2,75.04
2021,1,30,15,9.97,71.69
2021,1,30,16,9.7,68.56
2021,1,30,17,9.34,66.16
2021,1,30,18,8.81,65.32
2021,1,30,19,8.21,66.02
2021,1,30,20,7.54,67.85
2021,1,30,21,6.92,67.86
2021,1,30,22,6.3,67.6
2021,1,30,23,5.54,67.01
2021,1,31,0,4.78,62.56
2021,1,31,1,4.31,57.35
2021,1,31,2,4.02,53.46
2021,1,31,3,3.99,54.01
2021,1,31,4,4.06,58.7
2021,1,31,5,4.02,62.69
2021,1,31,6,3.74,67.55
2021,1,31,7,3.59,79.08
2021,1,31,8,4.06,92.54
2021,1,31,9,5.09,101.07
2021,1,31,10,5.93,107.62
2021,1,31,11,6.37,114.8
2021,1,31,12,6.44,119.52
2021,1,31,13,6.75,119.62
2021,1,31,14,7.41,117.43
2021,1,31,15,8.17,114.04
2021,1,31,16,9.07,110.79
2021,1,31,17,10.02,108.41
2021,1,31,18,10.75,107.03
2021,1,31,19,11.15,106.28
2021,1,31,20,11.26,105.2
2021,1,31,21,11.22,103.28
2021,1,31,22,11.17,100.72
2021,1,31,23,11.08,98.11
2021,2,1,0,10.92,95.29
2021,2,1,1,10.7,92.01
2021,2,1,2,10.4,88.15
2021,2,1,3,10.09,83.91
2021,2,1,4,9.82,79.5
2021,2,1,5,9.62,75.17
2021,2,1,6,9.51,71.8
2021,2,1,7,9.35,69.44
2021,2,1,8,8.94,66.89
2021,2,1,9,8.4,63.89
2021,2,1,10,7.84,60.65
2021,2,1,11,7.2,55.93
2021,2,1,12,6.64,48.39
2021,2,1,13,6.4,41.34
2021,2,1,14,6.19,35.86
2021,2,1,15,5.73,32.24
2021,2,1,16,5.17,31.6
2021,2,1,17,4.79,36.1
2021,2,1,18,4.06,42.5
2021,2,1,19,3.02,50.67
2021,2,1,20,3.53,65.25
2021,2,1,21,3.93,77.95
2021,2,1,22,2.9,100.89
2021,2,1,23,2.99,128.43
2021,2,2,0,4.31,108.83
2021,2,2,1,5.57,107.65
2021,2,2,2,6.11,116.66
2021,2,2,3,6.81,118.98
2021,2,2,4,7.94,116.41
2021,2,2,5,9.38,111.44
2021,2,2,6,10.65,108.3
2021,2,2,7,11.49,107.4
2021,2,2,8,11.9,108.38
2021,2,2,9,12.04,109.76
2021,2,2,10,12.26,110.76
2021,2,2,11,12.31,112.11
2021,2,2,12,12.08,113.93
2021,2,2,13,11.56,114.94
2021,2,2,14,11.21,114.99
2021,2,2,15,11.22,113.35
2021,2,2,16,11.52,110.61
2021,2,2,17,11.97,108.49
2021,2,2,18,12.32,106.81
2021,2,2,19,12.35,105.87
2021,2,2,20,12.8,103.09
2021,2,2,21,13.12,100.22
2021,2,2,22,12.93,99.29
2021,2,2,23,12.69,97.57
2021,2,3,0,12.08,97.62
2021,2,3,1,11.11,98.49
2021,2,3,2,9.7,98.89
2021,2,3,3,8.24,100.05
2021,2,3,4,7.43,101.22
2021,2,3,5,7.07,103.22
2021,2,3,6,6.55,103.8
2021,2,3,7,6.09,101.17
2021,2,3,8,6.14,99.59
2021,2,3,9,6.21,98.38
2021,2,3,10,6.23,95.69
2021,2,3,11,6.16,89.85
2021,2,3,12,6.54,77.92
2021,2,3,13,7.67,66.86
2021,2,3,14,8.73,62.08
